,City,latitude,longitude,Tipo,Bedrooms,Bathrooms,Surface,Zone,Zone_Val,Price_USD,Price_m2_USD
23632,Mixco,14.687,-90.551,42021,8,4,520.0,Zona 11 de Mixco,11,111111.11,213.68
23633,Mixco,14.643,-90.603,42021,3,2,176.0,Zona 7 de Mixco,7,115000.0,653.41
23634,Mixco,14.639,-90.579,42021,5,3,180.0,Zona 3 de Mixco,3,135000.0,750.0
23635,Ciudad de Guatemala,14.645,-90.538,42021,3,2,235.0,Zona 7,7,220000.0,936.17
23636,Mixco,14.655,-90.567,42020,3,2,83.0,Zona 4 de Mixco,4,91372.55,1100.87
23637,Mixco,14.65,-90.604,42021,3,5,194.0,Zona 7 de Mixco,7,134640.52,694.02
23638,Mixco,14.672,-90.558,42021,4,4,174.0,Zona 4 de Mixco,4,152287.58,875.22
23639,Mixco,14.665,-90.571,42021,6,2,387.5,Zona 5 de Mixco,5,1000000.0,2580.65
23640,Mixco,14.653,-90.614,42021,4,4,450.0,Zona 7 de Mixco,7,350000.0,777.78
23641,Ciudad de Guatemala,14.624,-90.545,42021,9,4,267.0,Zona 7,7,143790.85,538.54
23642,Ciudad de Guatemala,14.645,-90.538,42020,3,2,83.0,Zona 7,7,98039.22,1181.2
23643,Mixco,14.643,-90.609,42021,3,1,282.0,Zona 7 de Mixco,7,150000.0,531.91
23644,Mixco,14.64,-90.604,42021,3,2,150.0,Zona 7 de Mixco,7,101307.19,675.38
23646,Mixco,14.648,-90.607,42021,3,3,250.0,Zona 7 de Mixco,7,240000.0,960.0
23647,Mixco,14.643,-90.606,42021,3,4,197.0,Zona 7 de Mixco,7,134640.52,683.45
23648,Mixco,14.647,-90.606,42021,4,4,204.0,Zona 7 de Mixco,7,183006.54,897.09
23650,Ciudad de Guatemala,14.63,-90.551,42021,4,2,250.0,Zona 7,7,196078.43,784.31
23651,Mixco,14.643,-90.609,42021,3,2,188.0,Zona 7 de Mixco,7,135000.0,718.09
23652,Ciudad de Guatemala,14.546,-90.543,42021,3,3,107.0,Zona 21,21,68888.89,643.82
23653,Mixco,14.628,-90.615,42021,3,5,222.0,Zona 1 de Mixco,1,189542.48,853.79
23654,Ciudad de Guatemala,14.546,-90.543,42021,3,4,178.0,Zona 21,21,182876.47,1027.4
23655,Ciudad de Guatemala,14.591,-90.492,42021,3,4,310.0,Zona 15,15,156862.75,506.01
23656,Ciudad de Guatemala,14.633,-90.507,42021,4,1,90.0,Zona 1,1,52287.58,580.97
23657,Ciudad de Guatemala,14.604,-90.556,42020,3,2,96.0,Zona 11,11,189000.0,1968.75
23658,Ciudad de Guatemala,14.624,-90.47,42020,3,1,66.0,Zona 16,16,115000.0,1742.42
23659,Ciudad de Guatemala,14.572,-90.498,42021,3,2,516.0,Zona 15,15,425000.0,823.64
23660,Mixco,14.643,-90.606,42021,2,4,197.0,Zona 7 de Mixco,7,134640.52,683.45
23661,Ciudad de Guatemala,14.645,-90.538,42021,3,2,319.0,Zona 7,7,457516.34,1434.22
23662,Mixco,14.638,-90.605,42021,4,4,205.0,Zona 7 de Mixco,7,183006.54,892.71
23663,Mixco,14.668,-90.618,42021,3,2,175.0,Zona 7 de Mixco,7,99346.41,567.69
23664,Ciudad de Guatemala,14.643,-90.539,42021,2,2,200.0,Zona 7,7,189542.48,947.71
23665,Mixco,14.62,-90.592,42021,5,4,242.0,Zona 2 de Mixco,2,102614.38,424.03
23666,Ciudad de Guatemala,14.624,-90.545,42021,9,4,267.0,Zona 7,7,143790.85,538.54
23667,Ciudad de Guatemala,14.645,-90.538,42020,3,2,85.0,Zona 7,7,98039.22,1153.4
23668,Ciudad de Guatemala,14.611,-90.563,42020,2,2,111.0,Zona 11,11,183000.0,1648.65
23669,Ciudad de Guatemala,14.64,-90.519,42021,8,6,225.0,Zona 1,1,326797.39,1452.43
23670,Mixco,14.628,-90.615,42021,4,6,450.0,Zona 1 de Mixco,1,509803.92,1132.9
23671,Mixco,14.628,-90.615,42021,3,2,165.0,Zona 1 de Mixco,1,78431.37,475.34
23673,Mixco,14.596,-90.599,42021,3,4,170.0,Zona 8 de Mixco,8,130588.24,768.17
23674,Ciudad de Guatemala,14.595,-90.521,42021,4,2,189.0,Zona 9,9,126797.39,670.89
23675,Ciudad de Guatemala,14.626,-90.496,42020,3,2,87.0,Zona 5,5,147058.82,1690.33
23676,Ciudad de Guatemala,14.641,-90.501,42020,3,2,64.0,Zona 1,1,99346.41,1552.29
23677,Ciudad de Guatemala,14.646,-90.503,42020,2,2,67.0,Zona 1,1,90849.67,1355.97
23678,Ciudad de Guatemala,14.54,-90.588,42021,5,3,159.0,Zona 21,21,70588.24,443.95
23679,Ciudad de Guatemala,14.592,-90.563,42020,3,2,104.0,Zona 11,11,133986.93,1288.34
23680,Mixco,14.609,-90.587,42021,3,2,200.0,Zona 10 de Mixco,10,176470.59,882.35
23681,Ciudad de Guatemala,14.667,-90.515,42021,3,2,180.0,Zona 2,2,215686.27,1198.26
23682,Mixco,14.616,-90.58,42021,10,4,384.0,Zona 10 de Mixco,10,127450.98,331.9
23683,Ciudad de Guatemala,14.611,-90.563,42020,1,1,74.19,Zona 11,11,81699.35,1101.22
23684,Mixco,14.628,-90.615,42021,3,2,165.0,Zona 1 de Mixco,1,78431.37,475.34
23685,Ciudad de Guatemala,14.641,-90.518,42021,8,4,700.0,Zona 1,1,522875.82,746.97
23686,Ciudad de Guatemala,14.652,-90.516,42021,4,3,215.0,Zona 1,1,222000.0,1032.56
23687,Ciudad de Guatemala,14.616,-90.557,42021,3,1,200.0,Zona 11,11,440000.0,2200.0
23688,Mixco,14.628,-90.615,42021,4,6,450.0,Zona 1 de Mixco,1,509803.92,1132.9
23689,Mixco,14.616,-90.58,42021,3,2,100.0,Zona 10 de Mixco,10,113176.47,1131.76
23690,Ciudad de Guatemala,14.611,-90.563,42020,2,2,111.0,Zona 11,11,183000.0,1648.65
23691,Ciudad de Guatemala,14.616,-90.541,42020,1,2,87.0,Zona 8,8,195000.0,2241.38
23692,Mixco,14.596,-90.599,42021,3,5,170.0,Zona 8 de Mixco,8,130588.24,768.17
23693,Mixco,14.596,-90.599,42021,3,4,170.0,Zona 8 de Mixco,8,130588.24,768.17
23695,Mixco,14.596,-90.589,42021,3,2,115.0,Zona 8 de Mixco,8,81699.35,710.43
23696,Ciudad de Guatemala,14.593,-90.508,42020,1,2,94.0,Zona 10,10,155000.0,1648.94
23697,Ciudad de Guatemala,14.604,-90.559,42021,3,2,398.0,Zona 11,11,325000.0,816.58
23698,Ciudad de Guatemala,14.607,-90.469,42021,3,3,278.0,Zona 16,16,257900.0,927.7
23699,Ciudad de Guatemala,14.599,-90.474,42021,3,4,256.0,Zona 16,16,290000.0,1132.81
23700,Ciudad de Guatemala,14.667,-90.515,42021,3,2,180.0,Zona 2,2,215686.27,1198.26
23701,Ciudad de Guatemala,14.616,-90.541,42020,1,2,87.0,Zona 8,8,195000.0,2241.38
23702,Ciudad de Guatemala,14.641,-90.518,42021,8,4,700.0,Zona 1,1,522875.82,746.97
23703,Ciudad de Guatemala,14.659,-90.509,42021,4,3,223.0,Zona 2,2,150326.8,674.11
23704,Ciudad de Guatemala,14.604,-90.559,42020,3,2,96.0,Zona 11,11,104575.16,1089.32
23705,Ciudad de Guatemala,14.668,-90.508,42021,3,2,256.0,Zona 2,2,225500.0,880.86
23706,Mixco,14.604,-90.597,42021,4,4,240.0,Zona 8 de Mixco,8,150326.8,626.36
23707,Ciudad de Guatemala,14.6,-90.56,42020,2,3,93.36,Zona 11,11,138549.02,1484.03
23708,Ciudad de Guatemala,14.666,-90.508,42021,8,3,450.0,Zona 2,2,156862.75,348.58
23709,Ciudad de Guatemala,14.604,-90.559,42021,3,2,326.0,Zona 11,11,200000.0,613.5
23710,Ciudad de Guatemala,14.668,-90.508,42020,2,2,52.0,Zona 2,2,91847.06,1766.29
23711,Ciudad de Guatemala,14.6,-90.56,42020,2,1,66.0,Zona 11,11,99346.41,1505.25
23712,Ciudad de Guatemala,14.584,-90.516,42021,3,3,300.0,Zona 14,14,450000.0,1500.0
23713,Mixco,14.597,-90.585,42021,4,3,348.0,Zona 8 de Mixco,8,300653.59,863.95
23714,Ciudad de Guatemala,14.595,-90.495,42021,3,2,640.0,Zona 15,15,650000.0,1015.62
23715,Ciudad de Guatemala,14.6,-90.56,42020,1,1,46.0,Zona 11,11,89816.99,1952.54
23716,Ciudad de Guatemala,14.529,-90.592,42021,3,3,130.0,Zona 21,21,97124.18,747.11
23717,Ciudad de Guatemala,14.529,-90.592,42021,3,3,140.0,Zona 21,21,101977.12,728.41
23718,Ciudad de Guatemala,14.583,-90.515,42020,1,1,94.0,Zona 14,14,199048.0,2117.53
23719,Ciudad de Guatemala,14.583,-90.517,42020,3,4,201.0,Zona 14,14,470726.0,2341.92
23721,Ciudad de Guatemala,14.604,-90.559,42021,3,2,326.0,Zona 11,11,200000.0,613.5
23722,Ciudad de Guatemala,14.655,-90.511,42020,3,2,75.0,Zona 2,2,151696.0,2022.61
23723,Ciudad de Guatemala,14.609,-90.55,42021,4,5,600.0,Zona 11,11,1500000.0,2500.0
23724,Ciudad de Guatemala,14.604,-90.553,42020,2,2,90.0,Zona 11,11,141045.75,1567.18
23725,Mixco,14.6,-90.577,42021,4,3,200.0,Zona 8 de Mixco,8,13071.9,65.36
23726,Mixco,14.599,-90.578,42021,4,4,220.0,Zona 8 de Mixco,8,215686.27,980.39
23727,Ciudad de Guatemala,14.605,-90.552,42020,2,1,200.0,Zona 11,11,176470.59,882.35
23728,Ciudad de Guatemala,14.668,-90.508,42020,1,1,29.0,Zona 2,2,69285.36,2389.15
23729,Ciudad de Guatemala,14.64,-90.514,42021,5,4,273.0,Zona 1,1,200000.0,732.6
23730,Ciudad de Guatemala,14.604,-90.559,42020,3,3,132.0,Zona 11,11,100000.0,757.58
23731,Ciudad de Guatemala,14.6,-90.56,42021,5,1,160.0,Zona 11,11,169934.64,1062.09
23732,Ciudad de Guatemala,14.58,-90.53,42020,1,1,41.0,Zona 13,13,91379.0,2228.76
23733,Ciudad de Guatemala,14.53,-90.595,42021,3,2,140.0,Zona 21,21,156862.75,1120.45
23736,Ciudad de Guatemala,14.595,-90.495,42020,2,2,127.0,Zona 15,15,210000.0,1653.54
23737,Ciudad de Guatemala,14.594,-90.458,42021,4,3,288.0,Zona 16,16,355000.0,1232.64
23738,Ciudad de Guatemala,14.611,-90.484,42020,3,2,130.0,Zona 16,16,240000.0,1846.15
23739,Ciudad de Guatemala,14.59,-90.51,42020,2,3,195.0,Zona 10,10,215000.0,1102.56
23740,Ciudad de Guatemala,14.605,-90.552,42020,2,1,200.0,Zona 11,11,176470.59,882.35
23741,Ciudad de Guatemala,14.604,-90.559,42020,3,3,132.0,Zona 11,11,100000.0,757.58
23742,Mixco,14.601,-90.581,42021,4,5,265.0,Zona 8 de Mixco,8,228758.17,863.24
23743,Ciudad de Guatemala,14.604,-90.559,42021,3,2,326.0,Zona 11,11,200000.0,613.5
23744,Ciudad de Guatemala,14.659,-90.509,42021,3,2,175.0,Zona 2,2,185333.0,1059.05
23745,Ciudad de Guatemala,14.668,-90.508,42020,2,1,46.0,Zona 2,2,93739.08,2037.81
23746,Ciudad de Guatemala,14.666,-90.508,42021,3,3,175.0,Zona 2,2,176470.59,1008.4
23747,Mixco,14.604,-90.597,42021,4,4,240.0,Zona 8 de Mixco,8,150326.8,626.36
23748,Ciudad de Guatemala,14.64,-90.514,42021,5,4,273.0,Zona 1,1,200000.0,732.6
23749,Mixco,14.609,-90.603,42021,3,1,150.0,Zona 9 de Mixco,9,84415.0,562.77
23750,Ciudad de Guatemala,14.62,-90.526,42021,6,3,555.0,Zona 8,8,350000.0,630.63
23751,Ciudad de Guatemala,14.659,-90.509,42021,2,1,160.0,Zona 2,2,156862.75,980.39
23752,Ciudad de Guatemala,14.607,-90.469,42021,3,4,470.0,Zona 16,16,1100000.0,2340.43
23753,Ciudad de Guatemala,14.607,-90.469,42021,3,3,200.0,Zona 16,16,194771.24,973.86
23754,Ciudad de Guatemala,14.575,-90.48,42021,3,4,253.0,Zona 15,15,230000.0,909.09
23755,Ciudad de Guatemala,14.575,-90.48,42021,1,1,600.0,Zona 15,15,300000.0,500.0
23756,Ciudad de Guatemala,14.595,-90.504,42020,2,2,115.0,Zona 10,10,207000.0,1800.0
23757,Ciudad de Guatemala,14.584,-90.516,42020,2,2,65.0,Zona 14,14,149019.61,2292.61
23758,Ciudad de Guatemala,14.607,-90.469,42021,4,3,288.0,Zona 16,16,355001.0,1232.64
23759,Ciudad de Guatemala,14.584,-90.516,42021,3,3,142.0,Zona 14,14,165000.0,1161.97
23760,Ciudad de Guatemala,14.668,-90.508,42021,3,2,256.0,Zona 2,2,225500.0,880.86
23761,Mixco,14.609,-90.603,42021,3,1,60.0,Zona 9 de Mixco,9,84967.32,1416.12
23762,Ciudad de Guatemala,14.604,-90.559,42021,3,2,326.0,Zona 11,11,200000.0,613.5
23763,Ciudad de Guatemala,14.609,-90.55,42021,4,5,600.0,Zona 11,11,1500000.0,2500.0
23764,Ciudad de Guatemala,14.604,-90.553,42020,3,2,125.0,Zona 11,11,125000.0,1000.0
23765,Ciudad de Guatemala,14.6,-90.56,42021,5,1,160.0,Zona 11,11,169934.64,1062.09
23766,Ciudad de Guatemala,14.659,-90.509,42021,2,1,160.0,Zona 2,2,156862.75,980.39
23767,Ciudad de Guatemala,14.604,-90.559,42020,2,2,86.0,Zona 11,11,98039.22,1139.99
23768,Ciudad de Guatemala,14.635,-90.516,42020,1,1,44.0,Zona 1,1,72816.08,1654.91
23769,Ciudad de Guatemala,14.666,-90.508,42021,8,3,450.0,Zona 2,2,156862.75,348.58
23770,Ciudad de Guatemala,14.6,-90.56,42021,4,5,600.0,Zona 11,11,1500000.0,2500.0
23771,Mixco,14.6,-90.577,42021,4,3,200.0,Zona 8 de Mixco,8,13071.9,65.36
23772,Ciudad de Guatemala,14.61,-90.483,42020,3,2,112.0,Zona 16,16,111111.11,992.06
23773,Ciudad de Guatemala,14.591,-90.508,42020,2,1,85.0,Zona 10,10,207000.0,2435.29
23774,Mixco,14.574,-90.583,42021,3,2,200.0,Zona 8 de Mixco,8,127450.98,637.25
23775,Ciudad de Guatemala,14.591,-90.507,42020,3,3,215.0,Zona 10,10,360000.0,1674.42
23776,Mixco,14.599,-90.592,42021,3,3,270.0,Zona 8 de Mixco,8,143529.41,531.59
23777,Ciudad de Guatemala,14.595,-90.504,42021,3,3,280.0,Zona 10,10,370000.0,1321.43
23778,Mixco,14.609,-90.587,42021,3,2,200.0,Zona 10 de Mixco,10,176470.59,882.35
23779,Ciudad de Guatemala,14.589,-90.518,42020,3,2,134.0,Zona 14,14,235000.0,1753.73
23780,Ciudad de Guatemala,14.668,-90.508,42020,1,1,29.0,Zona 2,2,69285.36,2389.15
23781,Ciudad de Guatemala,14.63,-90.515,42021,3,4,220.0,Zona 1,1,595000.0,2704.55
23782,Ciudad de Guatemala,14.659,-90.509,42021,2,1,160.0,Zona 2,2,156862.75,980.39
23784,Ciudad de Guatemala,14.604,-90.559,42021,3,2,225.0,Zona 11,11,196078.43,871.46
23785,Ciudad de Guatemala,14.648,-90.511,42020,2,3,205.39,Zona 1,1,225000.0,1095.48
23786,Ciudad de Guatemala,14.668,-90.508,42021,3,2,256.0,Zona 2,2,225500.0,880.86
23787,Ciudad de Guatemala,14.604,-90.559,42021,10,6,385.0,Zona 11,11,194117.65,504.2
23788,Ciudad de Guatemala,14.604,-90.553,42020,3,2,125.0,Zona 11,11,125000.0,1000.0
23789,Ciudad de Guatemala,14.64,-90.514,42021,5,4,273.0,Zona 1,1,200000.0,732.6
23790,Mixco,14.609,-90.603,42021,3,1,150.0,Zona 9 de Mixco,9,84415.0,562.77
23792,Ciudad de Guatemala,14.571,-90.485,42021,4,3,650.0,Zona 15,15,750000.0,1153.85
23793,Ciudad de Guatemala,14.592,-90.458,42020,3,2,96.0,Zona 16,16,117949.0,1228.64
23794,Ciudad de Guatemala,14.669,-90.454,42021,3,3,155.0,Zona 18,18,104444.44,673.84
23797,Ciudad de Guatemala,14.626,-90.467,42020,3,2,84.0,Zona 17,17,130000.0,1547.62
23798,Ciudad de Guatemala,14.598,-90.493,42021,4,1,250.0,Zona 15,15,350000.0,1400.0
23799,Ciudad de Guatemala,14.632,-90.496,42021,3,2,300.0,Zona 5,5,156862.75,522.88
23800,Ciudad de Guatemala,14.6,-90.56,42021,3,4,242.0,Zona 11,11,300000.0,1239.67
23801,Ciudad de Guatemala,14.63,-90.515,42021,3,3,233.0,Zona 1,1,250000.0,1072.96
23802,Ciudad de Guatemala,14.6,-90.56,42020,2,2,62.0,Zona 11,11,110000.0,1774.19
23803,Ciudad de Guatemala,14.6,-90.56,42021,4,6,600.0,Zona 11,11,1500000.0,2500.0
23804,Ciudad de Guatemala,14.653,-90.506,42020,1,1,37.0,Zona 2,2,70326.8,1900.72
23805,Ciudad de Guatemala,14.62,-90.526,42021,6,3,555.0,Zona 8,8,350000.0,630.63
23806,Ciudad de Guatemala,14.6,-90.56,42020,3,3,101.17,Zona 11,11,150300.65,1485.62
23808,Ciudad de Guatemala,14.645,-90.513,42021,3,2,200.0,Zona 1,1,228758.17,1143.79
23809,Ciudad de Guatemala,14.63,-90.515,42021,3,5,250.0,Zona 1,1,385000.0,1540.0
23810,Ciudad de Guatemala,14.64,-90.514,42021,5,4,273.0,Zona 1,1,200000.0,732.6
23811,Ciudad de Guatemala,14.6,-90.56,42021,5,1,160.0,Zona 11,11,169934.64,1062.09
23812,Ciudad de Guatemala,14.588,-90.502,42020,2,2,115.0,Zona 10,10,231900.0,2016.52
23813,Ciudad de Guatemala,14.598,-90.507,42020,2,2,109.0,Zona 10,10,220000.0,2018.35
23814,Ciudad de Guatemala,14.571,-90.547,42021,4,3,360.0,Zona 12,12,310000.0,861.11
23815,Mixco,14.601,-90.593,42021,5,4,700.0,Zona 8 de Mixco,8,420000.0,600.0
23817,Ciudad de Guatemala,14.595,-90.495,42021,4,3,154.36,Zona 15,15,225000.0,1457.63
23818,Ciudad de Guatemala,14.589,-90.557,42021,5,5,431.0,Zona 12,12,246000.0,570.77
23819,Ciudad de Guatemala,14.567,-90.526,42021,3,3,340.0,Zona 13,13,525000.0,1544.12
23820,Ciudad de Guatemala,14.6,-90.56,42021,6,3,375.0,Zona 11,11,235294.12,627.45
23821,Mixco,14.602,-90.585,42021,4,4,350.0,Zona 8 de Mixco,8,300653.59,859.01
23822,Mixco,14.609,-90.603,42021,3,1,150.0,Zona 9 de Mixco,9,84415.0,562.77
23823,Ciudad de Guatemala,14.601,-90.555,42020,3,2,75.0,Zona 11,11,115000.0,1533.33
23824,Mixco,14.609,-90.603,42021,3,1,60.0,Zona 9 de Mixco,9,84967.32,1416.12
23826,Mixco,14.596,-90.589,42021,3,2,164.0,Zona 8 de Mixco,8,120915.03,737.29
23827,Mixco,14.596,-90.591,42021,4,3,254.0,Zona 8 de Mixco,8,98039.22,385.98
23828,Mixco,14.596,-90.589,42021,3,2,115.0,Zona 8 de Mixco,8,81699.35,710.43
23829,Mixco,14.598,-90.592,42021,4,4,220.0,Zona 8 de Mixco,8,163398.69,742.72
23830,Ciudad de Guatemala,14.601,-90.543,42021,4,2,210.0,Zona 11,11,196078.43,933.71
23831,Ciudad de Guatemala,14.598,-90.562,42020,2,1,66.0,Zona 11,11,99346.41,1505.25
23832,Ciudad de Guatemala,14.571,-90.547,42021,10,0,444.0,Zona 12,12,300000.0,675.68
23833,Ciudad de Guatemala,14.607,-90.52,42020,3,2,93.0,Zona 9,9,170000.0,1827.96
23834,Ciudad de Guatemala,14.58,-90.53,42021,4,4,410.0,Zona 13,13,325000.0,792.68
23835,Ciudad de Guatemala,14.584,-90.516,42020,1,1,269.0,Zona 14,14,460000.0,1710.04
23836,Ciudad de Guatemala,14.684,-90.488,42021,3,2,216.0,Zona 6,6,250000.0,1157.41
23837,Ciudad de Guatemala,14.607,-90.469,42021,4,4,370.0,Zona 16,16,447000.0,1208.11
23838,Ciudad de Guatemala,14.607,-90.469,42020,2,2,70.0,Zona 16,16,182352.94,2605.04
23839,Ciudad de Guatemala,14.588,-90.502,42020,2,2,125.0,Zona 10,10,233487.0,1867.9
23840,Ciudad de Guatemala,14.592,-90.564,42021,5,2,300.0,Zona 11,11,215686.27,718.95
23841,Mixco,14.599,-90.592,42021,3,4,180.0,Zona 8 de Mixco,8,130457.52,724.76
23842,Mixco,14.601,-90.593,42021,3,3,200.0,Zona 8 de Mixco,8,150000.0,750.0
23843,Mixco,14.601,-90.593,42021,3,3,175.0,Zona 8 de Mixco,8,156862.75,896.36
23844,Ciudad de Guatemala,14.592,-90.563,42020,3,2,107.0,Zona 11,11,133986.93,1252.21
23845,Ciudad de Guatemala,14.619,-90.517,42020,2,2,88.52,Zona 4,4,190000.0,2146.41
23846,Ciudad de Guatemala,14.637,-90.51,42021,6,3,383.0,Zona 1,1,418300.65,1092.17
23847,Ciudad de Guatemala,14.602,-90.536,42021,4,4,400.0,Zona 9,9,485000.0,1212.5
23848,Ciudad de Guatemala,14.639,-90.51,42021,4,3,200.0,Zona 1,1,209150.33,1045.75
23849,Ciudad de Guatemala,14.639,-90.507,42021,7,3,275.0,Zona 1,1,209150.33,760.55
23850,Ciudad de Guatemala,14.646,-90.504,42021,4,2,150.0,Zona 1,1,98039.22,653.59
23851,Ciudad de Guatemala,14.597,-90.562,42020,2,1,67.0,Zona 11,11,99346.41,1482.78
23852,Ciudad de Guatemala,14.564,-90.479,42021,3,2,250.0,Zona 15,15,385000.0,1540.0
23853,Ciudad de Guatemala,14.571,-90.485,42021,4,5,525.0,Zona 15,15,300000.0,571.43
23854,Ciudad de Guatemala,14.6,-90.56,42020,2,2,62.0,Zona 11,11,110000.0,1774.19
23855,Ciudad de Guatemala,14.659,-90.509,42021,3,2,175.0,Zona 2,2,185333.0,1059.05
23856,Ciudad de Guatemala,14.584,-90.516,42020,3,3,390.0,Zona 14,14,735000.0,1884.62
23857,Ciudad de Guatemala,14.604,-90.559,42021,5,5,500.0,Zona 11,11,209150.33,418.3
23858,Ciudad de Guatemala,14.579,-90.519,42020,2,2,126.0,Zona 14,14,285000.0,2261.9
23859,Ciudad de Guatemala,14.572,-90.523,42020,3,3,350.0,Zona 13,13,850000.0,2428.57
23860,Mixco,14.596,-90.589,42021,4,3,178.0,Zona 8 de Mixco,8,120915.03,679.3
23861,Ciudad de Guatemala,14.672,-90.501,42021,3,3,342.0,Zona 2,2,192000.0,561.4
23862,Ciudad de Guatemala,14.592,-90.564,42021,3,3,185.0,Zona 11,11,27162.48,146.82
23863,Ciudad de Guatemala,14.601,-90.543,42021,4,2,200.0,Zona 11,11,196078.43,980.39
23864,Ciudad de Guatemala,14.592,-90.563,42021,1,2,185.0,Zona 11,11,209150.33,1130.54
23865,Mixco,14.611,-90.622,42021,4,4,350.0,Zona 9 de Mixco,9,350000.0,1000.0
23866,Mixco,14.601,-90.593,42021,3,1,150.0,Zona 8 de Mixco,8,84967.32,566.45
23867,Ciudad de Guatemala,14.635,-90.507,42021,5,5,707.0,Zona 1,1,695000.0,983.03
23868,Ciudad de Guatemala,14.619,-90.516,42021,6,10,310.0,Zona 4,4,325000.0,1048.39
23869,Ciudad de Guatemala,14.636,-90.51,42020,0,1,36.0,Zona 1,1,78431.37,2178.65
23870,Mixco,14.596,-90.589,42021,3,3,165.0,Zona 8 de Mixco,8,175000.0,1060.61
23871,Ciudad de Guatemala,14.639,-90.51,42021,7,3,346.8,Zona 1,1,235294.12,678.47
23872,Ciudad de Guatemala,14.588,-90.502,42020,2,2,85.0,Zona 10,10,207000.0,2435.29
23873,Ciudad de Guatemala,14.585,-90.52,42020,3,4,250.0,Zona 14,14,430000.0,1720.0
23874,Ciudad de Guatemala,14.659,-90.509,42021,4,2,174.0,Zona 2,2,160000.0,919.54
23875,Ciudad de Guatemala,14.595,-90.506,42021,4,4,450.0,Zona 10,10,580000.0,1288.89
23876,Mixco,14.563,-90.583,42021,4,2,200.0,Zona 8 de Mixco,8,111111.11,555.56
23877,Ciudad de Guatemala,14.598,-90.536,42020,3,2,92.0,Zona 9,9,103267.97,1122.48
23878,Ciudad de Guatemala,14.577,-90.524,42020,2,2,63.0,Zona 14,14,100000.0,1587.3
23879,Ciudad de Guatemala,14.584,-90.519,42020,3,4,298.0,Zona 14,14,437500.0,1468.12
23880,Ciudad de Guatemala,14.596,-90.555,42021,3,3,185.0,Zona 11,11,209150.33,1130.54
23881,Ciudad de Guatemala,14.639,-90.51,42021,5,4,273.0,Zona 1,1,209019.61,765.64
23882,Ciudad de Guatemala,14.647,-90.504,42020,2,2,75.0,Zona 1,1,90849.67,1211.33
23883,Ciudad de Guatemala,14.599,-90.547,42021,3,2,164.0,Zona 11,11,111111.11,677.51
23884,Ciudad de Guatemala,14.636,-90.51,42021,10,6,450.0,Zona 1,1,392156.86,871.46
23885,Mixco,14.601,-90.593,42021,4,3,300.0,Zona 8 de Mixco,8,260000.0,866.67
23886,Mixco,14.596,-90.589,42021,3,4,210.0,Zona 8 de Mixco,8,149020.26,709.62
23887,Ciudad de Guatemala,14.639,-90.51,42020,2,1,70.7,Zona 1,1,105779.74,1496.18
23888,Ciudad de Guatemala,14.636,-90.51,42020,2,2,67.0,Zona 1,1,90849.67,1355.97
23889,Ciudad de Guatemala,14.592,-90.563,42020,3,2,107.0,Zona 11,11,133986.93,1252.21
23890,Ciudad de Guatemala,14.592,-90.564,42021,3,3,185.0,Zona 11,11,27162.48,146.82
23891,Mixco,14.596,-90.589,42021,4,4,380.0,Zona 8 de Mixco,8,150326.8,395.6
23892,Ciudad de Guatemala,14.598,-90.493,42020,3,3,178.0,Zona 15,15,376034.0,2112.55
23893,Ciudad de Guatemala,14.608,-90.47,42021,3,3,382.0,Zona 16,16,550000.0,1439.79
23894,Ciudad de Guatemala,14.598,-90.493,42020,4,3,315.0,Zona 15,15,586340.0,1861.4
23895,Ciudad de Guatemala,14.598,-90.493,42020,2,2,184.0,Zona 15,15,376700.0,2047.28
23896,Ciudad de Guatemala,14.62,-90.516,42020,1,1,46.0,Zona 4,4,112079.35,2436.51
23897,Ciudad de Guatemala,14.595,-90.504,42020,2,2,150.0,Zona 10,10,220000.0,1466.67
23898,Ciudad de Guatemala,14.591,-90.492,42020,3,2,283.0,Zona 15,15,350000.0,1236.75
23899,Ciudad de Guatemala,14.529,-90.592,42021,3,3,96.0,Zona 21,21,65359.48,680.83
23900,Ciudad de Guatemala,14.639,-90.51,42021,4,3,200.0,Zona 1,1,209150.33,1045.75
23901,Ciudad de Guatemala,14.636,-90.51,42020,2,1,70.0,Zona 1,1,106535.95,1521.94
23902,Mixco,14.596,-90.589,42021,3,2,164.0,Zona 8 de Mixco,8,120915.03,737.29
23903,Ciudad de Guatemala,14.639,-90.51,42021,10,3,170.0,Zona 1,1,228758.17,1345.64
23904,Ciudad de Guatemala,14.639,-90.51,42020,2,2,67.0,Zona 1,1,90849.67,1355.97
23905,Ciudad de Guatemala,14.646,-90.503,42020,2,2,67.0,Zona 1,1,90849.67,1355.97
23906,Mixco,14.601,-90.593,42021,3,1,150.0,Zona 8 de Mixco,8,84967.32,566.45
23907,Ciudad de Guatemala,14.592,-90.564,42021,5,2,300.0,Zona 11,11,215686.27,718.95
23908,Ciudad de Guatemala,14.636,-90.51,42020,0,1,40.0,Zona 1,1,76470.59,1911.76
23909,Mixco,14.596,-90.589,42021,6,6,270.0,Zona 8 de Mixco,8,130718.95,484.14
23910,Mixco,14.599,-90.592,42021,4,3,200.0,Zona 8 de Mixco,8,111111.11,555.56
23911,Ciudad de Guatemala,14.597,-90.562,42020,2,1,70.0,Zona 11,11,99346.27,1419.23
