revision,price_usd,zona,created_at_first,created_at,days_old,number_of_bedrooms,number_of_bathrooms,m2,latitude,longitude
7,149351,Zona 16,3/10/20,3/10/20,0.00,3.00,2.00,185.00,14.606,-90.472
5,150000,Zona 14,3/10/20,3/10/20,0.00,3.00,2.00,117.00,14.578,-90.5
5,108000,Zona 11,10/1/19,3/10/20,161.00,2.00,2.00,63.00,14.604,-90.559
5,194805,Zona 16,3/10/20,3/10/20,0.00,3.00,3.00,300.00,14.607,-90.469
5,57143,Zona 10,9/10/19,3/10/20,182.00,3.00,4.00,518.00,14.588,-90.502
5,434000,Zona 14,3/9/20,3/9/20,0.00,3.00,4.00,228.27,14.579,-90.519
4,160000,Zona 13,3/9/20,3/9/20,0.00,2.00,2.00,125.00,14.574,-90.523
5,250000,Zona 14,11/6/19,3/9/20,124.00,2.00,2.00,182.00,14.583,-90.515
5,360000,Zona 11,11/18/19,3/9/20,112.00,4.00,3.00,272.00,14.6,-90.56
12,625000,Zona 16,12/9/19,3/9/20,91.00,3.00,4.00,688.00,14.607,-90.469
5,285000,Zona 10,11/18/19,3/9/20,112.00,3.00,2.00,227.00,14.588,-90.502
5,276150,Zona 10,11/18/19,3/9/20,112.00,3.00,2.00,252.00,14.588,-90.502
9,245000,Zona 9,12/8/19,3/9/20,92.00,3.00,2.00,250.00,14.595,-90.521
9,230000,Zona 9,12/8/19,3/9/20,92.00,3.00,2.00,253.00,14.595,-90.521
5,235000,Zona 15,3/9/20,3/9/20,0.00,2.00,2.00,128.00,14.586,-90.485
13,295000,Zona 14,11/29/19,3/9/20,101.00,3.00,2.00,201.00,14.58,-90.513
5,240000,Zona 15,3/9/20,3/9/20,0.00,2.00,2.00,113.00,14.599,-90.493
9,365000,Zona 15,3/9/20,3/9/20,0.00,4.00,4.00,321.00,14.595,-90.495
5,270000,Zona 15,3/9/20,3/9/20,0.00,3.00,2.00,136.00,14.599,-90.493
7,349000,Zona 14,3/9/20,5/11/20,63.00,2.00,2.00,184.00,14.584,-90.516
5,298701,Zona 13,3/4/20,3/8/20,4.00,8.00,4.00,400.00,14.58,-90.53
21,185000,Zona 16,11/29/19,3/8/20,100.00,3.00,4.00,167.00,14.606,-90.472
7,194805,Zona 11,3/7/20,3/7/20,0.00,5.00,3.00,285.00,14.61,-90.555
8,325000,Zona 12,3/7/20,3/7/20,0.00,4.00,3.00,1058.00,14.581,-90.549
5,158150,Zona 10,3/6/20,3/6/20,0.00,1.00,1.00,55.00,14.588,-90.502
9,815729,Zona 14,12/6/19,3/6/20,91.00,3.00,1.00,404.00,14.584,-90.516
9,834278,Zona 14,12/6/19,3/6/20,91.00,3.00,1.00,25.00,14.584,-90.516
5,285000,Zona 15,3/5/20,3/5/20,0.00,3.00,2.00,200.00,14.595,-90.495
5,225000,Zona 11,3/5/20,3/5/20,0.00,4.00,3.00,200.00,14.6,-90.56
5,144486,Zona 10,3/5/20,3/5/20,0.00,1.00,1.00,69.00,14.588,-90.502
5,180000,Zona 10,3/5/20,3/5/20,0.00,2.00,3.00,145.00,14.598,-90.502
5,219000,Zona 15,3/5/20,3/5/20,0.00,2.00,2.00,121.09,14.589,-90.486
9,375500,,11/7/19,3/5/20,119.00,3.00,3.00,250.00,14.634,-90.506
9,585000,,12/4/19,3/5/20,92.00,3.00,3.00,387.00,14.634,-90.506
14,108000,,12/4/19,5/28/20,176.00,2.00,2.00,100.00,14.634,-90.506
12,178000,,12/4/19,3/5/20,92.00,2.00,1.00,99.00,14.634,-90.506
5,525000,Zona 14,3/5/20,3/5/20,0.00,3.00,4.00,299.00,14.577,-90.521
7,210000,Zona 16,3/5/20,3/5/20,0.00,3.00,2.00,115.00,14.606,-90.472
10,420000,Zona 10,12/5/19,3/5/20,91.00,3.00,2.00,475.00,14.588,-90.502
180,215000,Zona 14,3/5/20,6/3/20,90.00,3.00,3.00,135.00,14.586,-90.514
7,800000,Zona 14,2/25/20,2/25/20,0.00,4.00,4.00,750.00,14.58,-90.513
5,175325,Zona 16,2/20/20,2/20/20,0.00,3.00,2.00,220.00,14.607,-90.469
8,155000,Zona 12,11/12/19,2/17/20,97.00,2.00,3.00,108.00,14.583,-90.549
8,200000,Zona 12,11/12/19,2/17/20,97.00,3.00,3.00,121.00,14.583,-90.549
9,102468,Zona 13,1/21/20,4/23/20,93.00,3.00,2.00,75.00,14.58,-90.53
272,415000,Zona 13,1/21/20,6/3/20,134.00,4.00,5.00,484.00,14.581,-90.53
280,134180,Zona 14,1/18/20,6/3/20,137.00,1.00,1.00,84.00,14.581,-90.528
281,166747,Zona 14,1/18/20,6/3/20,137.00,1.00,1.00,105.00,14.581,-90.528
9,196297,Zona 14,1/17/20,4/23/20,97.00,3.00,2.00,102.00,14.584,-90.516
11,285000,Zona 10,1/17/20,4/28/20,102.00,3.00,2.00,265.00,14.588,-90.502
9,875000,Zona 10,1/17/20,4/26/20,100.00,7.00,6.00,478.00,14.588,-90.502
277,280000,Zona 16,1/16/20,6/3/20,139.00,4.00,4.00,326.00,14.607,-90.471
280,225000,Zona 12,1/16/20,6/3/20,139.00,5.00,3.00,400.00,14.584,-90.547
278,145792,Zona 11,1/16/20,6/3/20,139.00,2.00,2.00,99.00,14.595,-90.554
278,133610,Zona 11,1/16/20,6/3/20,139.00,3.00,2.00,103.00,14.605,-90.549
276,154188,Zona 11,1/16/20,6/3/20,139.00,3.00,2.00,110.00,14.595,-90.554
278,143663,Zona 11,1/16/20,6/3/20,139.00,2.00,2.00,99.00,14.595,-90.554
278,111068,Zona 1,1/16/20,6/3/20,139.00,2.00,1.00,76.00,14.638,-90.508
277,375000,Zona 11,1/16/20,6/3/20,139.00,4.00,3.00,380.00,14.598,-90.557
275,131427,Zona 7,1/16/20,6/3/20,139.00,3.00,2.00,91.00,14.631,-90.561
277,135195,Zona 11,1/16/20,6/3/20,139.00,2.00,1.00,149.00,14.607,-90.55
278,153123,Zona 11,1/16/20,6/3/20,139.00,3.00,2.00,110.00,14.594,-90.554
273,245000,Zona 2,1/16/20,6/3/20,139.00,6.00,4.00,347.00,14.654,-90.503
275,220000,Zona 11,1/16/20,6/3/20,139.00,3.00,3.00,172.00,14.624,-90.562
277,1050000,Zona 10,1/16/20,6/3/20,139.00,4.00,6.00,980.00,14.598,-90.502
340,58350,Zona 15,1/16/20,6/3/20,139.00,1.00,1.00,31.00,14.597,-90.493
342,193016,Zona 7,1/16/20,6/3/20,139.00,3.00,2.00,145.00,14.634,-90.56
429,276600,Zona 16,1/16/20,6/3/20,139.00,3.00,2.00,208.00,14.607,-90.471
343,875000,Zona 16,1/16/20,6/3/20,139.00,4.00,6.00,627.00,14.607,-90.471
341,195000,Zona 14,1/16/20,6/3/20,139.00,1.00,2.00,111.00,14.581,-90.512
341,153550,Zona 14,1/16/20,6/3/20,139.00,2.00,2.00,110.00,14.586,-90.514
342,399000,Zona 15,1/16/20,6/3/20,139.00,4.00,4.00,426.00,14.59,-90.496
341,295000,Zona 14,1/16/20,6/3/20,139.00,3.00,3.00,249.00,14.581,-90.512
341,850000,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,430.00,14.598,-90.493
342,121441,Zona 16,1/16/20,6/3/20,139.00,1.00,2.00,67.00,14.603,-90.476
343,308000,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,186.00,14.598,-90.493
343,1100000,Zona 16,1/16/20,6/3/20,139.00,4.00,5.00,450.00,14.614,-90.482
343,118000,Zona 16,1/16/20,6/3/20,139.00,3.00,1.00,72.00,14.607,-90.471
341,400000,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,520.00,14.574,-90.496
341,197627,Zona 16,1/16/20,6/3/20,139.00,3.00,3.00,136.00,14.602,-90.477
343,150000,Zona 15,1/16/20,6/3/20,139.00,3.00,2.00,117.00,14.58,-90.497
341,420000,Zona 10,1/16/20,6/3/20,139.00,2.00,3.00,211.00,14.598,-90.502
341,159600,Zona 14,1/16/20,6/3/20,139.00,2.00,2.00,96.00,14.586,-90.514
341,345000,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,325.00,14.586,-90.495
344,485025,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,251.00,14.598,-90.493
343,222025,Zona 14,1/16/20,6/3/20,139.00,3.00,3.00,161.00,14.581,-90.507
339,250000,Zona 14,1/16/20,6/3/20,139.00,2.00,3.00,142.00,14.581,-90.512
341,440000,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,204.00,14.594,-90.489
339,240000,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,115.00,14.59,-90.493
343,264453,Zona 15,1/16/20,6/3/20,139.00,2.00,3.00,157.00,14.597,-90.493
340,127600,Zona 11,1/16/20,6/3/20,139.00,3.00,2.00,102.00,14.605,-90.546
342,167850,Zona 15,1/16/20,6/3/20,139.00,1.00,2.00,98.00,14.598,-90.493
341,127638,Zona 3 de Mixco,1/16/20,6/3/20,139.00,3.00,2.00,76.00,14.635,-90.563
342,127244,Zona 16,1/16/20,6/3/20,139.00,2.00,1.00,106.00,14.607,-90.471
343,126013,Zona 16,1/16/20,6/3/20,139.00,2.00,1.00,106.00,14.607,-90.471
341,118728,Zona 11,1/16/20,6/3/20,139.00,3.00,2.00,69.00,14.602,-90.558
343,197201,Zona 14,1/16/20,6/3/20,139.00,2.00,3.00,82.00,14.586,-90.514
341,625000,Zona 15,1/16/20,6/3/20,139.00,6.00,5.00,625.00,14.574,-90.496
343,166870,Zona 15,1/16/20,6/3/20,139.00,1.00,2.00,96.00,14.598,-90.493
343,450000,Zona 16,1/16/20,6/3/20,139.00,4.00,4.00,350.00,14.607,-90.471
344,123377,Zona 11,1/16/20,6/3/20,139.00,3.00,2.00,95.00,14.605,-90.554
346,405170,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,238.00,14.597,-90.493
339,118354,Zona 14,1/16/20,6/3/20,139.00,2.00,3.00,48.00,14.586,-90.514
341,100085,Zona 11,1/16/20,6/3/20,139.00,2.00,2.00,61.00,14.602,-90.558
343,356000,Zona 16,1/16/20,6/3/20,139.00,3.00,4.00,260.00,14.607,-90.471
343,140000,Zona 11,1/16/20,6/3/20,139.00,3.00,3.00,200.00,14.604,-90.549
342,154188,Zona 11,1/16/20,6/3/20,139.00,2.00,2.00,113.00,14.594,-90.553
343,496380,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,254.00,14.598,-90.493
343,130067,Zona 16,1/16/20,6/3/20,139.00,2.00,2.00,85.00,14.607,-90.471
343,327089,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,152.00,14.598,-90.493
344,116177,Zona 16,1/16/20,6/3/20,139.00,2.00,1.00,106.00,14.607,-90.471
344,234864,Zona 15,1/16/20,6/3/20,139.00,2.00,3.00,118.00,14.598,-90.493
343,169800,Zona 15,1/16/20,6/3/20,139.00,1.00,2.00,101.00,14.598,-90.493
346,131635,Zona 16,1/16/20,6/3/20,139.00,2.00,1.00,106.00,14.607,-90.471
349,650000,Zona 16,1/16/20,6/3/20,139.00,4.00,6.00,350.00,14.607,-90.471
345,148350,Zona 16,1/16/20,6/3/20,139.00,2.00,1.00,106.00,14.607,-90.471
343,132035,Zona 16,1/16/20,6/3/20,139.00,2.00,1.00,106.00,14.607,-90.471
345,132530,Zona 16,1/16/20,6/3/20,139.00,2.00,1.00,186.00,14.607,-90.471
345,134484,Zona 16,1/16/20,6/3/20,139.00,2.00,1.00,106.00,14.607,-90.471
341,395000,Zona 16,1/16/20,6/3/20,139.00,3.00,4.00,460.00,14.607,-90.471
1805,117375,Zona 16,1/16/20,6/3/20,139.00,2.00,1.00,106.00,14.607,-90.471
342,471084,Zona 16,1/16/20,6/3/20,139.00,3.00,3.00,215.00,14.613,-90.482
344,205000,Zona 15,1/16/20,6/3/20,139.00,2.00,3.00,101.00,14.598,-90.493
343,308260,Zona 15,1/16/20,6/3/20,139.00,2.00,3.00,152.00,14.598,-90.493
343,250000,Zona 14,1/16/20,6/3/20,139.00,2.00,2.00,178.00,14.586,-90.514
343,380000,Zona 15,1/16/20,6/3/20,139.00,3.00,5.00,500.00,14.586,-90.484
341,222584,Zona 15,1/16/20,6/3/20,139.00,2.00,3.00,148.00,14.598,-90.493
342,438312,Zona 16,1/16/20,6/3/20,139.00,3.00,4.00,320.00,14.619,-90.472
343,435000,Zona 16,1/16/20,6/3/20,139.00,3.00,4.00,320.00,14.619,-90.472
347,346494,Zona 16,1/16/20,6/3/20,139.00,4.00,4.00,303.00,14.607,-90.471
343,438312,Zona 16,1/16/20,6/3/20,139.00,3.00,4.00,320.00,14.619,-90.472
342,215000,Zona 16,1/16/20,6/3/20,139.00,3.00,2.00,139.00,14.597,-90.478
343,625000,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,245.00,14.597,-90.493
343,250000,Zona 14,1/16/20,6/3/20,139.00,3.00,3.00,170.00,14.577,-90.524
343,185000,Zona 15,1/16/20,6/3/20,139.00,2.00,3.00,85.00,14.598,-90.493
344,288962,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,185.00,14.598,-90.493
344,146937,Zona 16,1/16/20,6/3/20,139.00,2.00,1.00,211.00,14.607,-90.471
10,194805,Zona 16,2/5/20,6/1/20,117.00,4.00,5.00,225.00,14.594,-90.465
5,87662,Zona 1,5/30/20,5/30/20,0.00,3.00,2.00,64.00,14.641,-90.501
9,205000,Zona 10,2/18/20,5/30/20,102.00,3.00,2.00,121.00,14.593,-90.505
12,700000,Zona 16,2/29/20,5/30/20,91.00,3.00,3.00,320.00,14.608,-90.484
183,275000,Zona 14,2/29/20,6/3/20,95.00,3.00,3.00,146.00,14.586,-90.514
192,239890,Zona 10,2/29/20,6/3/20,95.00,3.00,3.00,174.00,14.602,-90.512
192,273217,Zona 10,2/29/20,6/3/20,95.00,3.00,3.00,174.00,14.599,-90.512
192,485000,Zona 10,2/29/20,6/3/20,95.00,3.00,3.00,611.00,14.599,-90.512
5,38961,Zona 10,5/29/20,5/29/20,0.00,10.00,10.00,1000.00,14.586,-90.499
5,205000,Zona 15,5/29/20,5/29/20,0.00,2.00,2.00,100.00,14.595,-90.495
5,106000,Zona 16,5/28/20,5/28/20,0.00,1.00,1.00,53.00,14.607,-90.469
9,850000,Zona 15,5/28/20,5/28/20,0.00,4.00,5.00,500.00,14.585,-90.482
12,1250,Zona 15,1/13/20,5/28/20,136.00,3.00,3.00,240.00,14.583,-90.486
5,160000,Zona 14,5/28/20,5/28/20,0.00,3.00,2.00,125.00,14.584,-90.516
5,365000,,5/27/20,5/27/20,0.00,3.00,2.00,163.00,14.634,-90.506
193,365000,Zona 16,2/26/20,6/3/20,98.00,3.00,4.00,300.00,14.608,-90.468
194,335000,Zona 15,2/26/20,6/3/20,98.00,2.00,3.00,290.00,14.597,-90.493
9,290000,Zona 1,11/5/19,5/26/20,203.00,2.00,3.00,148.00,14.635,-90.507
9,780000,Zona 1,11/13/19,5/26/20,195.00,3.00,4.00,255.00,14.635,-90.507
9,245000,Zona 1,10/20/19,5/26/20,219.00,3.00,3.00,225.00,14.635,-90.507
9,220000,Zona 1,11/14/19,5/26/20,194.00,2.00,3.00,120.00,14.635,-90.507
5,315000,Zona 14,5/26/20,5/26/20,0.00,4.00,2.00,300.00,14.584,-90.516
5,349760,Zona 15,5/26/20,5/26/20,0.00,3.00,2.00,188.00,14.595,-90.495
5,1200000,Zona 10,5/26/20,5/26/20,0.00,4.00,3.00,363.00,14.588,-90.502
7,248000,Zona 9,2/15/20,5/24/20,99.00,3.00,3.00,310.00,14.601,-90.517
4,25974,Zona 14,5/24/20,5/24/20,0.00,1.00,1.00,45.00,14.587,-90.523
37,113636,Zona 16,5/24/20,5/28/20,4.00,4.00,4.00,170.00,14.606,-90.472
23,625000,Zona 16,5/24/20,6/3/20,10.00,4.00,4.00,382.00,14.598,-90.46
7,435000,Zona 15,5/24/20,5/25/20,1.00,3.00,4.00,300.00,14.599,-90.496
5,250000,Zona 16,5/23/20,5/23/20,0.00,3.00,2.00,485.00,14.607,-90.469
5,780000,Zona 9,5/23/20,5/23/20,0.00,4.00,4.00,510.00,14.595,-90.521
209,140000,Zona 16,2/21/20,6/3/20,103.00,3.00,1.00,98.00,14.607,-90.471
7,260000,Zona 15,5/22/20,5/23/20,1.00,2.00,2.00,144.00,14.598,-90.493
9,260000,Zona 16,9/11/19,5/21/20,253.00,3.00,1.00,254.00,14.607,-90.469
14,235000,Zona 10,10/13/19,5/29/20,229.00,2.00,2.00,193.00,14.59,-90.502
9,280000,Zona 15,9/3/19,5/20/20,260.00,3.00,2.00,210.00,14.595,-90.495
5,350000,Zona 15,5/20/20,5/20/20,0.00,3.00,3.00,25.00,14.595,-90.495
9,975000,Zona 16,9/3/19,5/20/20,260.00,2.00,3.00,460.00,14.607,-90.469
9,94500,Zona 9,9/3/19,5/20/20,260.00,3.00,2.00,98.00,14.595,-90.521
9,295000,Zona 16,9/3/19,5/20/20,260.00,3.00,2.00,206.00,14.607,-90.469
22,76623,Zona 1,1/15/20,5/29/20,135.00,3.00,2.00,65.00,14.639,-90.51
5,119497,Zona 4,5/20/20,5/20/20,0.00,1.00,2.00,45.00,14.619,-90.517
14,240000,Zona 14,9/11/19,5/19/20,251.00,2.00,2.00,173.00,14.583,-90.518
15,142857,Zona 16,11/9/19,5/19/20,192.00,3.00,3.00,185.00,14.596,-90.463
9,90909,Zona 1,1/17/20,5/16/20,120.00,3.00,1.00,120.00,14.639,-90.51
7,155000,Zona 5,2/5/20,5/16/20,101.00,3.00,3.00,155.00,14.63,-90.501
5,97403,,5/16/20,5/16/20,0.00,3.00,2.00,166.00,14.634,-90.506
5,207792,,5/16/20,5/16/20,0.00,10.00,4.00,200.00,14.634,-90.506
36,100649,Zona 6,2/8/20,5/16/20,98.00,5.00,3.00,180.00,14.665,-90.489
9,263000,Zona 16,9/11/19,5/15/20,247.00,3.00,2.00,120.00,14.607,-90.47
9,650000,Zona 16,11/4/19,5/14/20,192.00,3.00,3.00,283.00,14.607,-90.47
9,220000,Zona 16,11/5/19,5/14/20,191.00,4.00,2.00,260.00,14.607,-90.47
9,175000,Zona 10,11/12/19,5/14/20,184.00,3.00,2.00,25.00,14.588,-90.502
7,548500,,5/13/20,5/14/20,1.00,3.00,4.00,203.00,14.634,-90.506
7,350000,,5/13/20,5/14/20,1.00,3.00,3.00,25.00,14.634,-90.506
7,411800,Zona 10,5/13/20,5/14/20,1.00,3.00,3.00,207.00,14.599,-90.511
8,385000,Zona 15,5/13/20,5/14/20,1.00,3.00,4.00,242.00,14.585,-90.487
7,131169,Zona 16,2/8/20,5/11/20,93.00,3.00,3.00,200.00,14.606,-90.472
13,550000,Zona 16,1/21/20,5/11/20,111.00,4.00,4.00,415.00,14.596,-90.46
5,275000,Zona 16,5/11/20,5/11/20,0.00,3.00,2.00,300.00,14.606,-90.472
5,210000,Zona 16,5/11/20,5/11/20,0.00,4.00,3.00,194.26,14.606,-90.472
5,274000,Zona 16,5/11/20,5/11/20,0.00,3.00,2.00,277.00,14.606,-90.472
239,245000,Zona 16,2/7/20,6/3/20,117.00,4.00,4.00,242.00,14.608,-90.468
240,435000,Zona 15,2/7/20,6/3/20,117.00,4.00,5.00,300.00,14.601,-90.492
4,29221,Zona 17,5/7/20,5/7/20,0.00,2.00,1.00,300.00,14.653,-90.46
14,539000,Zona 16,1/17/20,5/7/20,111.00,4.00,4.00,425.00,14.596,-90.46
9,489000,Zona 15,2/5/20,5/6/20,91.00,3.00,3.00,243.00,14.592,-90.488
243,165000,Zona 15,2/5/20,6/3/20,119.00,1.00,2.00,75.00,14.592,-90.472
244,425000,Zona 15,2/5/20,6/3/20,119.00,4.00,5.00,255.00,14.592,-90.485
11,360000,Zona 15,5/6/20,5/31/20,25.00,3.00,3.00,360.00,14.585,-90.479
13,195000,Zona 10,1/13/20,5/5/20,113.00,2.00,2.00,94.00,14.582,-90.495
5,240000,Zona 15,5/5/20,5/5/20,0.00,2.00,2.00,110.00,14.599,-90.493
5,185000,Zona 15,5/5/20,5/5/20,0.00,3.00,2.00,147.00,14.599,-90.493
5,140000,Zona 15,5/5/20,5/5/20,0.00,1.00,1.00,55.00,14.599,-90.493
15,224927,,1/30/20,5/14/20,105.00,2.00,2.00,107.00,14.634,-90.506
5,199000,,5/5/20,5/5/20,0.00,3.00,2.00,145.00,14.634,-90.506
10,420000,Zona 10,2/4/20,5/5/20,91.00,4.00,3.00,474.00,14.587,-90.498
63,194805,Zona 16,5/5/20,6/3/20,29.00,2.00,2.00,100.00,14.608,-90.468
9,240000,Zona 16,9/2/19,5/4/20,245.00,4.00,5.00,240.00,14.607,-90.47
9,248704,Zona 10,9/5/19,5/4/20,242.00,2.00,2.00,95.00,14.588,-90.502
10,143140,Zona 14,9/5/19,5/4/20,242.00,2.00,2.00,106.00,14.583,-90.515
9,185065,Zona 16,9/20/19,5/4/20,227.00,2.00,2.00,70.00,14.607,-90.47
9,626221,Zona 16,9/21/19,5/4/20,226.00,5.00,2.00,310.00,14.607,-90.47
9,164105,Zona 14,10/29/19,5/4/20,188.00,2.00,1.00,78.00,14.583,-90.515
5,550000,Zona 16,5/4/20,5/4/20,0.00,4.00,3.00,440.00,14.606,-90.472
9,280000,Zona 10,1/25/20,5/4/20,100.00,2.00,2.00,181.00,14.588,-90.502
5,3500000,Zona 16,4/29/20,4/29/20,0.00,5.00,6.00,1200.00,14.595,-90.468
5,409999,Zona 15,4/25/20,4/25/20,0.00,4.00,6.00,320.00,14.583,-90.482
5,144999,Zona 16,4/25/20,4/25/20,0.00,4.00,4.00,200.00,14.599,-90.46
5,145000,Zona 16,4/25/20,4/25/20,0.00,4.00,5.00,200.00,14.607,-90.458
5,295000,Zona 14,4/25/20,4/25/20,0.00,3.00,2.00,201.00,14.589,-90.513
5,200000,Zona 16,4/22/20,4/22/20,0.00,3.00,3.00,240.00,14.61,-90.457
4,240000,Zona 17,4/22/20,4/22/20,0.00,5.00,3.00,300.00,14.626,-90.453
5,142857,Zona 16,4/20/20,4/20/20,0.00,3.00,3.00,150.00,14.607,-90.458
10,148052,Zona 14,3/24/20,4/24/20,31.00,3.00,2.00,83.00,14.584,-90.516
13,1500000,Zona 10,4/14/20,4/20/20,6.00,5.00,5.00,750.00,14.595,-90.506
7,199000,Zona 15,4/20/20,4/20/20,0.00,2.00,2.00,105.00,14.588,-90.489
13,550000,Zona 15,1/20/20,4/20/20,91.00,3.00,2.00,252.00,14.599,-90.493
9,255000,Zona 9,1/20/20,4/20/20,91.00,3.00,2.00,116.00,14.607,-90.521
9,210000,Zona 10,1/20/20,4/20/20,91.00,3.00,2.00,120.00,14.595,-90.504
11,77922,Zona 1,1/20/20,4/20/20,91.00,2.00,2.00,65.00,14.639,-90.51
10,235000,Zona 10,1/17/20,4/20/20,94.00,2.00,2.00,80.00,14.6,-90.509
10,260000,Zona 2,1/17/20,4/20/20,94.00,4.00,3.00,280.00,14.66,-90.514
10,120000,Zona 15,1/17/20,4/20/20,94.00,2.00,2.00,65.00,14.593,-90.491
6,51948,,4/20/20,4/20/20,0.00,4.00,2.00,135.00,14.634,-90.506
4,495000,Zona 15,4/20/20,4/20/20,0.00,4.00,3.00,415.00,14.595,-90.495
9,200000,Zona 16,1/20/20,4/20/20,91.00,3.00,2.00,180.00,14.614,-90.484
9,103896,Zona 17,4/16/20,4/27/20,11.00,4.00,3.00,160.00,14.644,-90.461
93,271923,Zona 14,4/16/20,6/3/20,48.00,3.00,3.00,149.00,14.586,-90.514
93,295000,Zona 14,4/16/20,6/3/20,48.00,3.00,4.00,247.00,14.587,-90.512
94,201815,Zona 14,4/16/20,6/3/20,48.00,2.00,3.00,114.00,14.586,-90.514
7,250000,Zona 14,4/15/20,4/16/20,1.00,2.00,2.00,117.00,14.582,-90.513
4,325000,Zona 16,4/15/20,4/15/20,0.00,4.00,4.00,250.00,14.604,-90.472
7,285000,Zona 15,4/15/20,5/25/20,40.00,3.00,3.00,202.00,14.592,-90.495
11,200000,Zona 16,3/5/20,4/15/20,41.00,3.00,3.00,200.00,14.607,-90.469
25,166234,Zona 16,8/10/19,4/15/20,249.00,2.00,2.00,170.00,14.606,-90.472
5,790000,Zona 16,4/15/20,4/15/20,0.00,3.00,2.00,350.00,14.607,-90.469
5,350000,Zona 14,4/15/20,4/15/20,0.00,3.00,3.00,200.00,14.58,-90.513
6,170000,Zona 14,4/15/20,4/15/20,0.00,3.00,2.00,117.00,14.578,-90.5
64,144500,Zona 16,11/17/19,4/14/20,149.00,3.00,3.00,118.00,14.621,-90.465
5,420000,Zona 10,4/13/20,4/13/20,0.00,2.00,2.00,211.00,14.595,-90.504
5,330000,Zona 10,4/13/20,4/13/20,0.00,4.00,4.00,245.00,14.595,-90.504
5,165000,Zona 10,4/13/20,4/13/20,0.00,2.00,2.00,75.00,14.588,-90.502
17,285000,Zona 15,3/4/20,4/13/20,40.00,3.00,2.00,202.00,14.593,-90.493
5,260000,Zona 16,4/13/20,4/13/20,0.00,3.00,2.00,230.00,14.606,-90.472
7,260000,Zona 10,4/13/20,4/22/20,9.00,4.00,4.00,275.00,14.588,-90.502
7,250000,Zona 9,4/13/20,4/13/20,0.00,3.00,3.00,205.00,14.607,-90.521
43,355000,Zona 16,11/29/19,4/13/20,136.00,4.00,6.00,310.00,14.594,-90.465
111,135000,Zona 16,4/7/20,6/3/20,57.00,3.00,2.00,125.00,14.608,-90.468
20,203896,Zona 17,11/30/19,4/4/20,126.00,3.00,4.00,202.00,14.643,-90.466
6,3075000,Zona 16,4/1/20,4/1/20,0.00,5.00,4.00,1185.00,14.606,-90.472
11,600000,Zona 15,3/29/20,4/1/20,3.00,3.00,3.00,680.00,14.599,-90.493
7,155000,Zona 14,3/30/20,3/30/20,0.00,2.00,2.00,76.00,14.58,-90.513
5,1200000,Zona 16,3/30/20,3/30/20,0.00,3.00,3.00,470.00,14.606,-90.472
10,875000,Zona 16,3/25/20,3/26/20,1.00,5.00,5.00,550.00,14.606,-90.468
12,550000,Zona 16,1/21/20,4/25/20,95.00,6.00,4.00,318.00,14.607,-90.469
11,175325,Zona 16,3/13/20,3/24/20,11.00,3.00,2.00,200.00,14.618,-90.458
8,290000,Zona 14,3/24/20,3/24/20,0.00,3.00,3.00,240.00,14.58,-90.513
7,126623,Zona 14,3/24/20,5/8/20,45.00,2.00,2.00,65.00,14.584,-90.516
5,176364,Zona 16,3/24/20,3/24/20,0.00,1.00,1.00,70.00,14.607,-90.469
5,119481,Zona 16,3/24/20,3/24/20,0.00,1.00,1.00,47.00,14.607,-90.469
7,220000,Zona 14,3/24/20,3/24/20,0.00,3.00,3.00,140.00,14.58,-90.513
5,194545,Zona 16,3/23/20,3/23/20,0.00,4.00,3.00,220.00,14.601,-90.461
7,325000,Zona 16,3/23/20,3/23/20,0.00,4.00,4.00,325.00,14.62,-90.457
5,280000,Zona 14,3/23/20,3/23/20,0.00,2.00,2.00,213.00,14.584,-90.516
9,600000,Zona 9,11/15/19,3/19/20,125.00,3.00,3.00,550.00,14.604,-90.525
10,280000,,12/12/19,3/19/20,98.00,3.00,4.00,325.00,14.634,-90.506
10,300000,Zona 9,11/15/19,3/19/20,125.00,3.00,2.00,290.00,14.604,-90.525
5,355000,Zona 9,11/15/19,3/19/20,125.00,3.00,3.00,302.00,14.604,-90.525
4,240000,Zona 15,3/19/20,3/19/20,0.00,3.00,2.00,110.00,14.588,-90.489
5,1485000,Zona 16,3/19/20,3/19/20,0.00,4.00,3.00,564.00,14.607,-90.469
9,295000,Zona 14,9/17/19,3/18/20,183.00,3.00,0.00,223.00,14.583,-90.515
8,350000,Zona 14,3/18/20,5/18/20,61.00,3.00,3.00,253.00,14.58,-90.513
9,215000,Zona 10,9/18/19,3/18/20,182.00,2.00,2.00,118.00,14.588,-90.502
