revision,price_usd,zona,created_at_first,created_at,days_old,number_of_bedrooms,number_of_bathrooms,m2,latitude,longitude
5,420000,Zona 10,4/29/20,4/29/20,0.00,2.00,3.00,239.00,14.595,-90.506
5,435000,Zona 10,4/29/20,4/29/20,0.00,2.00,3.00,350.00,14.595,-90.514
5,235000,Zona 10,4/29/20,4/29/20,0.00,3.00,2.00,130.00,14.595,-90.504
5,114935,Zona 11,4/28/20,4/28/20,0.00,3.00,2.00,75.00,14.604,-90.559
5,100649,Zona 3 de Mixco,4/28/20,4/28/20,0.00,4.00,1.00,263.00,14.644,-90.571
9,100649,Zona 3 de Mixco,4/28/20,4/28/20,0.00,4.00,2.00,263.00,14.645,-90.572
5,100649,Zona 7,4/28/20,4/28/20,0.00,4.00,1.00,263.00,14.635,-90.541
17,61688,,4/28/20,5/2/20,4.00,3.00,2.00,130.00,14.634,-90.506
5,90260,Zona 1,4/28/20,4/28/20,0.00,2.00,2.00,67.00,14.646,-90.503
19,38831,Zona 1,10/29/19,5/2/20,186.00,2.00,1.00,90.00,14.634,-90.506
5,207792,Zona 4 de Mixco,4/24/20,4/24/20,0.00,4.00,5.00,320.00,14.663,-90.558
7,220000,Zona 10,4/24/20,4/26/20,2.00,2.00,2.00,155.00,14.595,-90.504
126,772727,Zona 1,4/24/20,6/3/20,40.00,10.00,5.00,778.00,14.636,-90.51
267,188312,Zona 1,1/25/20,6/3/20,130.00,2.00,1.00,92.00,14.64,-90.511
11,130000,Zona 9,4/23/20,4/28/20,5.00,3.00,3.00,230.00,14.595,-90.521
4,6169,Zona 12,4/23/20,4/23/20,0.00,1.00,1.00,60.00,14.59,-90.536
9,194805,Zona 4 de Mixco,4/23/20,4/23/20,0.00,5.00,3.00,250.00,14.646,-90.561
5,110390,Zona 10 de Mixco,4/22/20,4/22/20,0.00,3.00,1.00,78.00,14.622,-90.564
5,190000,Zona 2,4/19/20,4/19/20,0.00,3.00,2.00,175.00,14.659,-90.509
11,285000,Zona 10,9/27/19,5/17/20,233.00,2.00,3.00,223.00,14.593,-90.508
14,178571,Zona 1,4/19/20,4/28/20,9.00,3.00,2.00,204.00,14.639,-90.51
6,195000,Zona 1,4/19/20,4/19/20,0.00,3.00,4.00,220.00,14.63,-90.515
7,240000,Zona 11,3/27/20,4/19/20,23.00,3.00,2.00,272.00,14.604,-90.559
5,149351,Zona 11,4/18/20,4/18/20,0.00,3.00,2.00,230.00,14.6,-90.56
9,107792,,4/18/20,4/22/20,4.00,2.00,2.00,107.00,14.634,-90.506
5,215000,Zona 4 de Mixco,4/17/20,4/17/20,0.00,4.00,3.00,195.00,14.655,-90.54
5,47403,Zona 11 de Mixco,4/17/20,4/17/20,0.00,3.00,1.00,100.00,14.675,-90.539
5,174156,,4/17/20,4/17/20,0.00,4.00,3.00,338.00,14.634,-90.506
9,151299,Zona 4 de Mixco,4/17/20,4/17/20,0.00,3.00,3.00,170.00,14.672,-90.558
5,798000,Zona 7,8/9/19,4/17/20,252.00,6.00,5.00,664.00,14.633,-90.551
9,45455,,1/17/20,4/17/20,91.00,3.00,1.00,85.00,14.634,-90.506
5,93506,Zona 1,4/17/20,4/17/20,0.00,2.00,1.00,67.00,14.639,-90.51
87,360000,Zona 2,4/17/20,6/3/20,47.00,3.00,3.00,320.00,14.661,-90.501
6,116234,Zona 2,4/16/20,5/15/20,29.00,3.00,3.00,130.00,14.666,-90.508
9,1000000,Zona 10,3/7/20,4/12/20,36.00,3.00,2.00,495.00,14.595,-90.504
5,217549,Zona 10,4/10/20,4/10/20,0.00,3.00,3.00,107.00,14.595,-90.504
7,150000,Zona 7,4/1/20,4/2/20,1.00,3.00,2.00,96.00,14.637,-90.54
6,98701,Zona 1,10/31/19,4/1/20,153.00,3.00,2.00,64.00,14.64,-90.501
5,100000,Zona 2,4/1/20,4/1/20,0.00,3.00,3.00,96.00,14.67,-90.502
8,210000,Zona 2,4/1/20,4/1/20,0.00,4.00,5.00,158.00,14.666,-90.508
6,275000,Zona 11,4/1/20,4/1/20,0.00,5.00,4.00,523.00,14.625,-90.561
7,185000,Zona 1,3/30/20,4/1/20,2.00,5.00,3.00,200.00,14.639,-90.51
13,88961,Zona 4 de Mixco,12/9/19,3/31/20,113.00,3.00,2.00,120.00,14.655,-90.567
9,155714,Zona 5 de Mixco,12/25/19,3/25/20,91.00,3.00,3.00,174.00,14.675,-90.557
10,154000,Zona 11,12/5/19,3/25/20,111.00,2.00,2.00,90.00,14.6,-90.56
7,275000,Zona 11,3/24/20,5/7/20,44.00,5.00,3.00,523.00,14.604,-90.559
7,90909,Zona 3 de Mixco,3/24/20,4/24/20,31.00,3.00,2.00,74.00,14.633,-90.576
5,207792,Zona 4 de Mixco,3/24/20,3/24/20,0.00,4.00,3.00,320.00,14.663,-90.558
7,114935,Zona 11,3/24/20,4/24/20,31.00,3.00,2.00,75.00,14.6,-90.56
14,155714,Zona 4 de Mixco,1/15/20,4/29/20,105.00,3.00,5.00,174.00,14.663,-90.558
138,120597,Zona 11,3/21/20,6/3/20,74.00,3.00,2.00,103.00,14.607,-90.557
140,120597,Zona 11,3/21/20,6/3/20,74.00,3.00,2.00,103.00,14.607,-90.557
5,89234,Zona 11,11/11/19,3/20/20,130.00,1.00,1.00,46.00,14.6,-90.56
5,850000,Zona 9,11/6/19,3/20/20,135.00,4.00,2.00,25.00,14.595,-90.521
7,550000,Zona 9,11/15/19,3/20/20,126.00,5.00,3.00,600.00,14.604,-90.525
9,255000,Zona 4 de Mixco,9/16/19,3/18/20,184.00,3.00,1.00,25.00,14.663,-90.558
12,155714,Zona 5 de Mixco,12/18/19,3/18/20,91.00,3.00,5.00,174.00,14.675,-90.557
9,97584,Zona 1,12/18/19,3/18/20,91.00,3.00,2.00,70.00,14.641,-90.501
9,100649,Zona 4 de Mixco,12/18/19,3/18/20,91.00,3.00,2.00,83.00,14.655,-90.567
9,283000,Zona 15,3/17/20,3/17/20,0.00,3.00,3.00,118.00,14.61,-90.491
5,98701,,3/16/20,3/16/20,0.00,2.00,1.00,69.00,14.634,-90.506
7,363636,Zona 11,7/5/19,3/12/20,251.00,3.00,2.00,100.00,14.6,-90.56
7,495000,Zona 11,3/12/20,5/20/20,69.00,4.00,4.00,436.00,14.604,-90.559
7,45455,Zona 7,12/5/19,3/12/20,98.00,3.00,1.00,90.00,14.635,-90.541
167,159091,Zona 4 de Mixco,3/12/20,6/3/20,83.00,3.00,4.00,225.00,14.665,-90.557
159,280000,Zona 5,3/12/20,6/3/20,83.00,2.00,5.00,274.00,14.614,-90.499
7,155714,Zona 5 de Mixco,3/11/20,3/11/20,0.00,3.00,5.00,175.00,14.675,-90.557
5,84416,Zona 11,3/11/20,3/11/20,0.00,3.00,2.00,120.00,14.604,-90.559
5,210000,Zona 9,11/8/19,3/11/20,124.00,4.00,2.00,100.00,14.595,-90.521
5,89234,Zona 11,11/6/19,3/11/20,126.00,1.00,1.00,46.00,14.6,-90.56
5,100000,,3/11/20,3/11/20,0.00,3.00,2.00,180.00,14.634,-90.506
9,129870,Zona 5,3/11/20,3/11/20,0.00,3.00,1.00,279.00,14.625,-90.499
9,210000,,12/6/19,3/10/20,95.00,2.00,3.00,144.00,14.634,-90.506
5,700000,Zona 10,3/9/20,3/9/20,0.00,3.00,4.00,250.00,14.595,-90.504
5,850000,Zona 10,3/9/20,3/9/20,0.00,3.00,4.00,300.00,14.595,-90.504
5,795000,Zona 10,3/9/20,3/9/20,0.00,3.00,4.00,494.00,14.595,-90.504
4,2857,Zona 7,3/7/20,3/7/20,0.00,1.00,1.00,25.00,14.635,-90.541
19,179221,Zona 2,8/4/19,3/7/20,216.00,3.00,3.00,174.00,14.674,-90.503
175,230000,Zona 4,3/7/20,6/3/20,88.00,3.00,3.00,130.00,14.62,-90.515
9,201299,Zona 7,3/6/20,5/30/20,85.00,5.00,2.00,247.00,14.644,-90.552
4,83117,Zona 11 de Mixco,3/6/20,3/6/20,0.00,3.00,2.00,80.00,14.679,-90.538
7,94156,Zona 17,3/2/20,3/6/20,4.00,3.00,1.00,110.00,14.65,-90.48
9,136364,Zona 11,12/6/19,3/6/20,91.00,3.00,2.00,25.00,14.6,-90.56
4,12338,Zona 11,3/6/20,3/6/20,0.00,3.00,2.00,94.00,14.602,-90.55
5,114286,Zona 11,3/6/20,3/6/20,0.00,2.00,2.00,61.00,14.605,-90.553
5,104838,Zona 3 de Mixco,3/6/20,3/6/20,0.00,3.00,2.00,77.00,14.63,-90.569
6,246753,Zona 1,3/6/20,3/6/20,0.00,7.00,3.00,354.00,14.639,-90.51
7,140000,Zona 11,3/6/20,3/6/20,0.00,2.00,2.00,25.00,14.6,-90.56
11,190000,Zona 1,11/6/19,3/6/20,121.00,2.00,3.00,120.00,14.635,-90.507
5,133941,Zona 1,3/6/20,3/6/20,0.00,8.00,3.00,250.00,14.639,-90.51
4,370000,Zona 10,11/18/19,3/6/20,109.00,5.00,7.00,457.00,14.605,-90.509
178,455000,Zona 10,3/6/20,6/3/20,89.00,3.00,3.00,288.00,14.596,-90.506
7,185000,Zona 10,3/5/20,3/6/20,1.00,2.00,2.00,75.00,14.598,-90.507
5,194805,Zona 4 de Mixco,2/21/20,2/21/20,0.00,4.00,6.00,320.00,14.644,-90.558
8,295000,Zona 9,8/13/19,2/17/20,188.00,3.00,4.00,214.00,14.6,-90.536
16,495000,Zona 9,9/11/19,5/9/20,241.00,4.00,5.00,436.00,14.607,-90.521
9,510000,Zona 9,9/26/19,2/17/20,144.00,3.00,5.00,300.00,14.6,-90.535
8,720000,Zona 9,9/26/19,2/17/20,144.00,4.00,6.00,480.00,14.6,-90.535
278,265584,Zona 11,1/16/20,6/3/20,139.00,3.00,3.00,210.00,14.602,-90.558
277,535000,Zona 9,1/16/20,6/3/20,139.00,4.00,4.00,420.00,14.601,-90.518
277,137922,Zona 11,1/16/20,6/3/20,139.00,3.00,2.00,82.00,14.607,-90.557
276,108192,Zona 1,1/16/20,6/3/20,139.00,2.00,1.00,70.00,14.638,-90.508
278,140290,Zona 3 de Mixco,1/16/20,6/3/20,139.00,3.00,2.00,87.00,14.637,-90.574
274,105780,Zona 1,1/16/20,6/3/20,139.00,2.00,1.00,70.00,14.638,-90.508
276,97423,Zona 1,1/16/20,6/3/20,139.00,2.00,1.00,65.00,14.638,-90.508
278,103896,Zona 1,1/16/20,6/3/20,139.00,2.00,1.00,175.00,14.636,-90.505
274,103369,Zona 1,1/16/20,6/3/20,139.00,2.00,1.00,70.00,14.638,-90.508
275,189769,Zona 3 de Mixco,1/16/20,6/3/20,139.00,3.00,2.00,76.00,14.638,-90.575
277,217687,Zona 3 de Mixco,1/16/20,6/3/20,139.00,3.00,2.00,86.00,14.635,-90.567
276,154200,Zona 3 de Mixco,1/16/20,6/3/20,139.00,3.00,2.00,76.00,14.636,-90.568
275,216566,Zona 11,1/16/20,6/3/20,139.00,2.00,3.00,153.00,14.607,-90.557
276,121529,Zona 1,1/16/20,6/3/20,139.00,2.00,1.00,83.00,14.638,-90.508
280,123104,Zona 11,1/16/20,6/3/20,139.00,2.00,2.00,100.00,14.604,-90.549
278,127638,Zona 3 de Mixco,1/16/20,6/3/20,139.00,3.00,2.00,76.00,14.639,-90.575
276,150741,Zona 3 de Mixco,1/16/20,6/3/20,139.00,2.00,1.00,63.00,14.638,-90.577
343,166244,Zona 2,1/16/20,6/3/20,139.00,3.00,2.00,134.00,14.654,-90.497
342,127958,Zona 11,1/16/20,6/3/20,139.00,3.00,2.00,79.00,14.605,-90.554
346,137855,Zona 2,1/16/20,6/3/20,139.00,3.00,2.00,88.00,14.654,-90.497
344,118200,Zona 11,1/16/20,6/3/20,139.00,2.00,2.00,91.00,14.606,-90.545
342,99009,Zona 11,1/16/20,6/3/20,139.00,1.00,1.00,58.00,14.595,-90.552
344,258961,Zona 2,1/16/20,6/3/20,139.00,3.00,2.00,163.00,14.665,-90.509
342,144423,Zona 2,1/16/20,6/3/20,139.00,3.00,2.00,115.00,14.654,-90.496
342,129400,Zona 11,1/16/20,6/3/20,139.00,3.00,2.00,102.00,14.605,-90.546
341,432960,Zona 10,1/16/20,6/3/20,139.00,3.00,4.00,220.00,14.599,-90.501
339,146500,Zona 11,1/16/20,6/3/20,139.00,2.00,2.00,91.00,14.606,-90.546
342,61753,Zona 1,1/16/20,6/3/20,139.00,2.00,1.00,37.00,14.642,-90.499
342,89597,Zona 4 de Mixco,1/16/20,6/3/20,139.00,3.00,2.00,80.00,14.665,-90.557
343,220934,Zona 3 de Mixco,1/16/20,6/3/20,139.00,3.00,2.00,111.00,14.635,-90.565
342,123310,Zona 11,1/16/20,6/3/20,139.00,4.00,2.00,71.00,14.602,-90.558
341,125901,Zona 2,1/16/20,6/3/20,139.00,3.00,2.00,108.00,14.661,-90.507
342,119500,Zona 11,1/16/20,6/3/20,139.00,2.00,2.00,105.00,14.606,-90.545
342,130403,Zona 11,1/16/20,6/3/20,139.00,3.00,2.00,111.00,14.607,-90.557
341,119065,Zona 11,1/16/20,6/3/20,139.00,2.00,3.00,101.00,14.607,-90.557
343,175000,Zona 4 de Mixco,1/16/20,6/3/20,139.00,3.00,3.00,250.00,14.663,-90.56
344,265606,Zona 10,1/16/20,6/3/20,139.00,3.00,2.00,170.00,14.602,-90.498
272,106494,Zona 4 de Mixco,1/16/20,6/3/20,139.00,2.00,2.00,63.00,14.665,-90.557
274,95455,Zona 11 de Mixco,1/16/20,6/3/20,139.00,2.00,2.00,60.00,14.678,-90.527
276,136364,Zona 7,1/16/20,6/3/20,139.00,3.00,4.00,125.00,14.644,-90.552
269,146390,Zona 11,1/16/20,6/3/20,139.00,3.00,2.00,104.00,14.602,-90.558
280,125000,Zona 11,1/16/20,6/3/20,139.00,2.00,2.00,87.00,14.607,-90.552
285,112727,Zona 2,1/16/20,6/3/20,139.00,2.00,2.00,83.00,14.657,-90.502
282,254488,Zona 4,1/16/20,6/3/20,139.00,3.00,2.00,144.00,14.62,-90.513
286,104026,Zona 2,1/16/20,6/3/20,139.00,2.00,1.00,69.00,14.657,-90.502
284,134000,Zona 11,1/16/20,6/3/20,139.00,3.00,2.00,102.00,14.606,-90.545
281,190000,Zona 10,1/16/20,6/3/20,139.00,3.00,3.00,146.00,14.595,-90.503
280,145930,Zona 2,1/16/20,6/3/20,139.00,3.00,2.00,101.00,14.656,-90.508
282,437216,Zona 16,1/16/20,6/3/20,139.00,3.00,4.00,257.00,14.607,-90.49
282,129400,Zona 11,1/16/20,6/3/20,139.00,3.00,2.00,105.00,14.606,-90.545
282,180000,Zona 10,1/16/20,6/3/20,139.00,2.00,2.00,100.00,14.595,-90.507
281,125000,Zona 9,1/16/20,6/3/20,139.00,2.00,2.00,79.00,14.61,-90.517
288,155445,Zona 10,1/16/20,6/3/20,139.00,3.00,3.00,122.00,14.594,-90.503
281,247408,Zona 1,1/16/20,6/3/20,139.00,2.00,2.00,144.00,14.636,-90.505
281,132000,Zona 9,1/16/20,6/3/20,139.00,2.00,1.00,95.00,14.599,-90.518
280,230075,Zona 10,1/16/20,6/3/20,139.00,3.00,3.00,146.00,14.602,-90.508
281,720000,Zona 10,1/16/20,6/3/20,139.00,3.00,4.00,550.00,14.598,-90.502
284,108485,Zona 10,1/16/20,6/3/20,139.00,1.00,2.00,86.00,14.594,-90.503
279,195000,Zona 11,1/16/20,6/3/20,139.00,3.00,3.00,242.00,14.607,-90.557
281,101948,Zona 4 de Mixco,1/16/20,6/3/20,139.00,2.00,2.00,75.00,14.646,-90.555
281,214237,Zona 10,1/16/20,6/3/20,139.00,2.00,2.00,102.00,14.603,-90.508
281,285000,Zona 10,1/16/20,6/3/20,139.00,3.00,3.00,225.00,14.598,-90.502
280,299750,Zona 10,1/16/20,6/3/20,139.00,3.00,3.00,250.00,14.598,-90.502
282,153123,Zona 11,1/16/20,6/3/20,139.00,3.00,2.00,110.00,14.596,-90.553
281,240000,Zona 10,1/16/20,6/3/20,139.00,2.00,3.00,125.00,14.601,-90.508
281,520000,Zona 16,1/16/20,6/3/20,139.00,3.00,5.00,240.00,14.612,-90.485
284,118000,Zona 11,1/16/20,6/3/20,139.00,2.00,2.00,92.00,14.606,-90.545
281,1100000,Zona 16,1/16/20,6/3/20,139.00,4.00,5.00,540.00,14.612,-90.488
282,300000,Zona 10,1/16/20,6/3/20,139.00,3.00,3.00,250.00,14.598,-90.502
279,436500,Zona 10,1/16/20,6/3/20,139.00,2.00,3.00,212.00,14.598,-90.502
282,645000,Zona 10,1/16/20,6/3/20,139.00,4.00,5.00,491.00,14.595,-90.505
281,525000,Zona 14,1/16/20,6/3/20,139.00,3.00,2.00,309.00,14.588,-90.516
281,207792,Zona 11,1/16/20,6/3/20,139.00,10.00,4.00,270.00,14.611,-90.547
281,1250000,Zona 10,1/16/20,6/3/20,139.00,4.00,5.00,700.00,14.598,-90.502
279,299750,Zona 10,1/16/20,6/3/20,139.00,3.00,3.00,250.00,14.598,-90.502
282,90492,Zona 11,1/16/20,6/3/20,139.00,1.00,1.00,58.00,14.595,-90.554
282,143322,Zona 3 de Mixco,1/16/20,6/3/20,139.00,3.00,2.00,111.00,14.637,-90.574
282,136079,Zona 3 de Mixco,1/16/20,6/3/20,139.00,3.00,2.00,101.00,14.638,-90.573
281,110000,Zona 11,1/16/20,6/3/20,139.00,3.00,2.00,100.00,14.607,-90.557
281,142857,Zona 11,1/16/20,6/3/20,139.00,3.00,2.00,104.00,14.602,-90.558
281,246753,Zona 4 de Mixco,1/16/20,6/3/20,139.00,6.00,6.00,400.00,14.643,-90.562
283,700000,Zona 4 de Mixco,1/16/20,6/3/20,139.00,5.00,5.00,382.00,14.665,-90.557
282,165272,Zona 10,1/16/20,6/3/20,139.00,1.00,2.00,97.00,14.598,-90.502
282,88961,Zona 4 de Mixco,1/16/20,6/3/20,139.00,3.00,2.00,93.00,14.665,-90.557
282,1500000,Zona 10,1/16/20,6/3/20,139.00,3.00,4.00,515.00,14.605,-90.506
281,990000,Zona 10,1/16/20,6/3/20,139.00,4.00,6.00,1000.00,14.598,-90.502
282,135195,Zona 11,1/16/20,6/3/20,139.00,2.00,1.00,149.00,14.607,-90.547
281,350000,Zona 1,1/16/20,6/3/20,139.00,4.00,5.00,350.00,14.636,-90.505
281,166613,Zona 10,1/16/20,6/3/20,139.00,2.00,2.00,116.00,14.598,-90.502
277,222000,Zona 7,1/16/20,6/3/20,139.00,3.00,4.00,1984.00,14.63,-90.538
285,1140000,Zona 10,1/16/20,6/3/20,139.00,4.00,5.00,570.00,14.598,-90.502
9,98000,Zona 9,1/16/20,4/23/20,98.00,2.00,2.00,25.00,14.595,-90.521
9,150000,Zona 9,1/15/20,4/23/20,99.00,3.00,2.00,200.00,14.595,-90.521
11,290000,Zona 9,10/7/19,4/24/20,200.00,4.00,3.00,345.00,14.595,-90.521
9,125000,Zona 4 de Mixco,10/14/19,4/24/20,193.00,3.00,2.00,89.00,14.663,-90.558
9,95000,Zona 9,9/24/19,4/24/20,213.00,1.00,1.00,69.00,14.607,-90.521
9,125000,Zona 9,10/1/19,4/24/20,206.00,2.00,1.00,132.00,14.595,-90.521
10,214286,Zona 1,1/6/20,4/22/20,107.00,6.00,2.00,200.00,14.642,-90.503
7,201299,Zona 11,12/29/19,4/23/20,116.00,8.00,4.00,131.00,14.596,-90.547
9,680000,Zona 1,10/22/19,4/22/20,183.00,4.00,4.00,480.00,14.635,-90.507
9,1558442,Zona 1,10/22/19,4/22/20,183.00,4.00,6.00,721.00,14.635,-90.507
11,136364,Zona 1,10/22/19,6/1/20,223.00,4.00,3.00,168.00,14.635,-90.507
9,950000,Zona 1,10/22/19,4/22/20,183.00,4.00,5.00,550.00,14.635,-90.507
10,205000,Zona 1,10/4/19,4/22/20,201.00,3.00,4.00,250.00,14.635,-90.507
9,790000,Zona 1,10/4/19,4/22/20,201.00,3.00,3.00,450.00,14.635,-90.507
9,481000,Zona 1,10/4/19,4/22/20,201.00,2.00,3.00,200.00,14.635,-90.507
18,48701,,12/10/19,5/28/20,170.00,4.00,2.00,195.00,14.634,-90.506
20,280000,Zona 1,12/5/19,5/14/20,161.00,3.00,3.00,145.00,14.639,-90.51
18,229000,Zona 1,12/5/19,5/14/20,161.00,1.00,1.00,86.00,14.639,-90.51
14,295000,Zona 9,11/11/19,5/21/20,192.00,3.00,2.00,175.00,14.604,-90.525
13,245000,Zona 9,11/11/19,5/5/20,176.00,2.00,2.00,99.00,14.607,-90.521
10,525000,Zona 9,11/8/19,5/19/20,193.00,4.00,4.00,626.00,14.607,-90.521
10,350000,Zona 9,11/7/19,5/21/20,196.00,3.00,3.00,259.00,14.604,-90.525
11,450000,,11/7/19,5/21/20,196.00,3.00,3.00,225.00,14.634,-90.506
14,950000,Zona 1,10/27/19,5/19/20,205.00,4.00,4.00,800.00,14.635,-90.507
11,207792,,10/14/19,5/18/20,217.00,4.00,4.00,264.00,14.634,-90.506
12,194805,Zona 5,10/8/19,5/18/20,223.00,3.00,4.00,280.00,14.628,-90.508
15,459000,Zona 1,8/19/19,5/19/20,274.00,4.00,3.00,459.00,14.635,-90.507
9,750000,Zona 14,2/24/20,2/25/20,1.00,3.00,5.00,530.00,14.58,-90.513
6,1200000,Zona 16,5/13/20,5/14/20,1.00,3.00,4.00,470.00,14.62,-90.473
14,98701,Zona 11,3/12/20,3/28/20,16.00,2.00,1.00,66.00,14.597,-90.562
9,113636,Zona 19,10/1/19,3/8/20,159.00,3.00,1.00,150.00,14.656,-90.578
11,172000,Zona 15,12/24/19,4/11/20,109.00,2.00,2.00,120.00,14.595,-90.495
10,132857,Zona 16,4/23/20,6/1/20,39.00,3.00,1.00,47.00,14.61,-90.483
6,200824,Zona 16,5/13/20,5/14/20,1.00,3.00,3.00,113.00,14.612,-90.483
9,1700000,Zona 14,1/23/20,4/23/20,91.00,4.00,4.00,810.00,14.58,-90.516
6,66234,Zona 21,6/2/20,6/2/20,0.00,2.00,2.00,69.00,14.524,-90.536
5,111688,Zona 8 de Mixco,6/2/20,6/2/20,0.00,4.00,2.00,283.00,14.599,-90.592
5,350000,Zona 14,6/2/20,6/2/20,0.00,3.00,4.00,350.00,14.555,-90.496
9,45455,Zona 21,2/4/20,6/2/20,119.00,3.00,2.00,110.00,14.514,-90.54
7,600000,Zona 14,5/13/20,5/14/20,1.00,3.00,4.00,281.00,14.579,-90.518
7,338900,Zona 14,5/13/20,5/14/20,1.00,3.00,4.00,174.00,14.579,-90.52
11,650000,Zona 14,2/4/20,5/5/20,91.00,4.00,4.00,379.63,14.581,-90.52
5,285000,Zona 14,3/9/20,3/9/20,0.00,2.00,3.00,126.00,14.579,-90.519
7,986105,Zona 14,5/13/20,5/14/20,1.00,4.00,5.00,463.00,14.579,-90.519
6,1275000,Zona 14,5/13/20,5/14/20,1.00,3.00,4.00,500.00,14.579,-90.519
8,79870,Zona 21,6/1/20,6/1/20,0.00,3.00,3.00,133.00,14.53,-90.595
5,250000,Zona 15,6/1/20,6/1/20,0.00,3.00,2.00,220.00,14.585,-90.5
5,110000,Zona 15,6/1/20,6/1/20,0.00,3.00,2.00,130.00,14.575,-90.48
4,995000,Zona 14,6/1/20,6/1/20,0.00,6.00,5.00,300.00,14.579,-90.518
7,136364,Zona 16,2/17/20,6/1/20,105.00,3.00,3.00,111.00,14.61,-90.483
10,3000,Zona 15,6/1/20,6/1/20,0.00,3.00,1.00,105.00,14.572,-90.498
6,17403,Zona 11,4/14/20,4/14/20,0.00,2.00,2.00,66.00,14.6,-90.564
13,170000,Zona 12,9/11/19,5/2/20,234.00,3.00,2.00,87.00,14.59,-90.546
5,280000,Zona 14,3/6/20,3/6/20,0.00,3.00,2.00,161.00,14.58,-90.513
108,91500,Zona 14,4/9/20,6/3/20,55.00,2.00,2.00,63.00,14.579,-90.522
13,149351,Zona 3 de Mixco,3/4/20,4/1/20,28.00,3.00,1.00,225.00,14.639,-90.579
11,235000,Zona 8 de Mixco,5/30/20,6/3/20,4.00,5.00,4.00,387.00,14.594,-90.593
11,150000,Zona 15,5/30/20,6/3/20,4.00,3.00,3.00,174.00,14.565,-90.464
12,260438,Zona 14,5/30/20,6/3/20,4.00,3.00,3.00,147.00,14.586,-90.514
192,295000,Zona 14,2/29/20,6/3/20,95.00,2.00,3.00,225.00,14.583,-90.515
4,51948052,Zona 16,5/30/20,5/30/20,0.00,4.00,2.00,125.00,14.601,-90.479
6,201429,Zona 16,5/29/20,5/29/20,0.00,4.00,5.00,235.00,14.601,-90.452
5,55195,Zona 21,5/29/20,5/29/20,0.00,3.00,2.00,115.00,14.529,-90.592
6,98701,Zona 11,4/19/20,4/19/20,0.00,2.00,1.00,66.00,14.597,-90.562
10,2600,Zona 14,5/26/20,5/26/20,0.00,3.00,3.00,217.00,14.584,-90.516
5,176000,Zona 14,5/8/20,5/8/20,0.00,2.00,2.00,106.00,14.584,-90.516
5,128571,Zona 11,5/21/20,5/21/20,0.00,3.00,2.00,88.60,14.594,-90.562
10,170000,Zona 14,1/27/20,5/28/20,122.00,2.00,1.00,103.00,14.584,-90.516
10,465000,Zona 14,1/27/20,5/28/20,122.00,3.00,3.00,350.00,14.584,-90.516
7,116769,Zona 10,5/28/20,5/28/20,0.00,2.00,1.00,50.00,14.588,-90.502
5,80036,Zona 10,5/28/20,5/28/20,0.00,1.00,1.00,38.00,14.588,-90.502
4,83117,Zona 8 de Mixco,5/28/20,5/28/20,0.00,3.00,1.00,140.00,14.596,-90.589
5,196500,Zona 16,5/28/20,5/28/20,0.00,3.00,2.00,106.00,14.607,-90.469
5,152000,Zona 16,5/28/20,5/28/20,0.00,2.00,2.00,79.00,14.607,-90.469
10,155000,Zona 14,1/27/20,5/28/20,122.00,3.00,2.00,250.00,14.521,-90.47
8,1750000,Zona 14,5/13/20,5/14/20,1.00,3.00,4.00,1323.00,14.58,-90.52
9,1485000,Zona 15,5/30/20,5/30/20,0.00,4.00,7.00,634.00,14.599,-90.493
8,975000,Zona 12,11/12/19,2/17/20,97.00,5.00,6.00,990.00,14.583,-90.549
13,165000,Zona 10,11/27/19,5/27/20,182.00,2.00,2.00,75.00,14.588,-90.502
5,94500,Zona 16,5/27/20,5/27/20,0.00,2.00,2.00,80.00,14.607,-90.469
9,123377,Zona 16,2/25/20,5/27/20,92.00,3.00,1.00,399.00,14.544,-90.41
9,363636,Zona 2 de Mixco,2/25/20,5/27/20,92.00,3.00,3.00,25.00,14.631,-90.594
9,375000,Zona 14,2/25/20,5/27/20,92.00,3.00,2.00,208.00,14.584,-90.516
9,380000,Zona 14,2/25/20,5/27/20,92.00,3.00,3.00,254.00,14.584,-90.516
9,381324,Zona 15,2/26/20,5/27/20,91.00,2.00,2.00,176.00,14.595,-90.495
7,44805,Zona 15,8/23/19,3/6/20,196.00,0.00,1.00,45.00,14.595,-90.495
5,395000,Zona 14,5/6/20,5/6/20,0.00,3.00,3.00,218.00,14.581,-90.516
14,395000,Zona 14,2/5/20,5/7/20,92.00,4.00,4.00,347.42,14.584,-90.52
5,215000,Zona 10,5/26/20,5/26/20,0.00,3.00,2.00,250.00,14.588,-90.502
15,55195,Zona 21,1/2/20,5/26/20,145.00,3.00,3.00,115.00,14.529,-90.592
4,110390,Zona 7 de Mixco,5/26/20,5/26/20,0.00,5.00,3.00,230.00,14.644,-90.598
5,1500000,Zona 14,5/26/20,5/26/20,0.00,4.00,5.00,550.00,14.584,-90.516
5,340000,Zona 14,5/26/20,5/26/20,0.00,3.00,4.00,340.00,14.564,-90.479
8,490000,Zona 14,5/26/20,5/26/20,0.00,3.00,3.00,217.00,14.584,-90.516
5,365000,Zona 12,5/4/20,5/4/20,0.00,3.00,2.00,240.00,14.581,-90.545
14,205000,Zona 10,12/9/19,3/23/20,105.00,3.00,3.00,120.00,14.588,-90.502
